Accident_ID,Date,Time_of_Day,Weather,Road_Condition,Vehicle_Density,Avg_Speed,Driver_Distraction,Traffic_Signal_Status,Vehicles_Involved,Casualties,Claim_Amount,Claim_Severity
4927,2025-04-30 00:00:00,Afternoon,Clear,Water-logged,20,46,None,Working,4,2,974020,Low
854,2024-01-31 00:00:00,Night,Fog,Wet,98,82,None,Blinking,1,7,115530,High
17,2024-10-09 00:00:00,Afternoon,Clear,Dry,66,49,Fatigue,Working,5,5,28886,Medium
4489,2024-07-17 00:00:00,Evening,Clear,Dry,94,91,None,Working,4,7,311604,Medium
3068,2024-10-23 00:00:00,Night,Clear,Dry,37,78,Phone,Working,4,8,835248,Medium
3717,2023-05-10 00:00:00,Afternoon,Clear,Dry,41,50,None,Working,5,8,523989,Medium
2024,2024-06-16 00:00:00,Morning,Rain,Damaged,96,53,Fatigue,Working,2,9,886670,High
1642,2024-03-30 00:00:00,Night,Rain,Wet,25,35,None,Not Working,5,7,249544,Medium
1244,2025-06-04 00:00:00,Night,Rain,Dry,13,64,None,Working,2,4,336900,Medium
4197,2024-02-12 00:00:00,Morning,Rain,Dry,70,44,None,Working,1,9,841187,High
3370,2025-10-07 00:00:00,Evening,Clear,Dry,46,113,Phone,Not Working,4,2,368674,Medium
1607,2025-10-25 00:00:00,Morning,Clear,Dry,109,23,Other,Working,5,9,579163,Medium
2651,2025-04-07 00:00:00,Morning,Clear,Dry,86,65,None,Working,3,4,54512,Medium
3812,2025-02-14 00:00:00,Afternoon,Clear,Dry,104,28,Phone,Working,4,6,846674,Medium
192,2024-12-03 00:00:00,Night,Rain,Dry,96,60,None,Working,4,1,612118,Medium
32,2023-08-30 00:00:00,Morning,Clear,Damaged,32,71,None,Not Working,4,7,953844,Medium
1738,2023-07-10 00:00:00,Morning,Clear,Wet,12,112,Fatigue,Working,5,7,94220,Medium
1257,2024-05-29 00:00:00,Morning,Rain,Dry,39,42,Fatigue,Working,2,5,22822,Medium
2451,2025-03-10 00:00:00,Afternoon,Clear,Water-logged,41,72,None,Working,3,3,180430,Medium
2380,2025-11-01 00:00:00,Evening,Clear,Water-logged,60,94,None,Working,5,9,663325,Medium
4470,2025-01-07 00:00:00,Night,Clear,Dry,106,75,None,Working,3,0,821021,Medium
4600,2024-01-08 00:00:00,Afternoon,Clear,Damaged,53,21,Phone,Working,4,8,646965,Medium
1717,2025-05-25 00:00:00,Morning,Clear,Dry,86,78,Phone,Not Working,2,5,780304,Medium
2253,2025-01-22 00:00:00,Evening,Clear,Wet,13,92,Other,Blinking,1,6,974243,Medium
2338,2023-04-05 00:00:00,Afternoon,Clear,Dry,61,100,Fatigue,Blinking,2,6,942036,Medium
282,2023-01-13 00:00:00,Afternoon,Clear,Dry,71,110,Phone,Blinking,4,6,405733,Medium
1165,2023-06-24 00:00:00,Morning,Clear,Dry,90,34,Phone,Working,2,4,679585,Medium
3797,2023-06-07 00:00:00,Evening,Clear,Damaged,58,82,None,Working,4,5,239872,Medium
2692,2025-05-15 00:00:00,Evening,Fog,Wet,66,87,Fatigue,Working,4,5,889108,Medium
4959,2024-06-22 00:00:00,Morning,Rain,Wet,45,28,Fatigue,Blinking,5,9,902982,Medium
1704,2024-10-25 00:00:00,Evening,Clear,Dry,46,54,None,Working,5,4,372431,Low
2529,2025-10-25 00:00:00,Morning,Rain,Wet,24,65,None,Not Working,4,0,530246,Low
691,2023-11-18 00:00:00,Afternoon,Clear,Wet,114,63,Other,Working,2,1,886208,Medium
582,2025-05-16 00:00:00,Night,Clear,Damaged,75,51,Phone,Working,3,9,595200,Medium
4937,2023-02-03 00:00:00,Night,Clear,Wet,91,71,Phone,Working,3,4,45193,Medium
4412,2024-07-16 00:00:00,Morning,Rain,Wet,50,48,None,Working,3,0,463325,Low
3387,2025-09-21 00:00:00,Morning,Haze,Wet,64,94,None,Working,1,8,553779,Medium
667,2025-08-12 00:00:00,Morning,Rain,Dry,84,90,None,Working,2,5,746922,High
4920,2023-10-19 00:00:00,Afternoon,Clear,Dry,113,80,None,Working,2,4,603063,Medium
3044,2024-02-25 00:00:00,Afternoon,Rain,Wet,32,86,Phone,Not Working,3,3,789374,Medium
331,2023-04-11 00:00:00,Afternoon,Clear,Wet,12,60,Fatigue,Working,4,0,121255,Low
2839,2025-06-13 00:00:00,Evening,Clear,Dry,45,38,Fatigue,Working,4,0,543183,Low
2554,2023-11-09 00:00:00,Night,Clear,Wet,92,71,None,Not Working,4,6,571126,Medium
2942,2025-04-21 00:00:00,Evening,Rain,Wet,100,26,None,Working,4,7,137422,Medium
4392,2024-04-16 00:00:00,Evening,Haze,Wet,107,91,Fatigue,Working,4,8,521828,High
753,2024-12-22 00:00:00,Evening,Clear,Dry,18,33,None,Working,5,7,668636,Low
964,2024-03-06 00:00:00,Afternoon,Rain,Dry,69,90,None,Not Working,1,6,190938,High
115,2024-09-10 00:00:00,Evening,Clear,Dry,101,87,Fatigue,Working,5,6,573630,Medium
3281,2023-10-21 00:00:00,Afternoon,Clear,Wet,99,97,Other,Not Working,2,6,535467,High
3181,2025-07-19 00:00:00,Morning,Clear,Dry,109,30,Phone,Working,5,1,161033,Low
1617,2025-08-12 00:00:00,Night,Clear,Dry,19,70,None,Working,1,2,9017,Low
285,2023-02-22 00:00:00,Evening,Clear,Dry,86,84,None,Not Working,5,8,489044,Medium
2245,2023-07-29 00:00:00,Night,Clear,Dry,67,48,Phone,Working,1,3,755637,Low
822,2024-09-30 00:00:00,Morning,Clear,Dry,104,23,None,Working,4,8,80992,Medium
4687,2024-08-13 00:00:00,Morning,Clear,Dry,58,81,Phone,Working,5,7,508436,Medium
1341,2024-07-25 00:00:00,Afternoon,Clear,Dry,21,104,Phone,Working,4,4,904730,Medium
1846,2025-05-05 00:00:00,Morning,Clear,Dry,59,53,Phone,Working,5,7,784660,Medium
655,2025-08-30 00:00:00,Afternoon,Clear,Dry,28,25,None,Working,2,9,849817,Medium
3262,2025-04-28 00:00:00,Evening,Clear,Dry,67,98,None,Working,1,9,908411,High
932,2024-07-07 00:00:00,Night,Clear,Dry,16,40,None,Working,2,1,920234,Low
4305,2023-03-06 00:00:00,Night,Rain,Dry,102,80,None,Working,4,9,127829,High
1148,2023-04-20 00:00:00,Evening,Clear,Dry,10,119,None,Working,3,8,100289,Medium
711,2024-02-10 00:00:00,Evening,Clear,Dry,36,64,Phone,Working,4,2,795457,Low
4428,2024-10-23 00:00:00,Morning,Fog,Dry,100,47,Phone,Blinking,5,7,628667,High
284,2023-09-09 00:00:00,Morning,Fog,Wet,39,20,Phone,Blinking,2,8,205198,Medium
955,2025-05-01 00:00:00,Afternoon,Clear,Water-logged,79,74,None,Not Working,4,4,21849,Medium
3165,2024-12-30 00:00:00,Morning,Clear,Dry,21,31,None,Working,2,0,959577,Low
2213,2023-06-02 00:00:00,Morning,Clear,Damaged,65,26,None,Working,2,0,684135,Low
245,2023-02-01 00:00:00,Morning,Rain,Dry,84,49,Phone,Working,3,9,16255,High
2568,2023-08-30 00:00:00,Afternoon,Clear,Dry,76,63,Phone,Blinking,1,4,679433,Medium
2003,2023-11-15 00:00:00,Night,Fog,Dry,39,55,None,Working,2,4,324558,Low
3481,2023-08-16 00:00:00,Morning,Clear,Wet,21,103,None,Working,2,9,266736,High
1963,2024-04-26 00:00:00,Night,Haze,Dry,113,80,None,Not Working,3,3,207817,High
2111,2023-11-30 00:00:00,Morning,Rain,Dry,116,66,None,Working,3,8,295184,High
4487,2024-02-22 00:00:00,Morning,Clear,Dry,114,35,Phone,Not Working,1,4,85556,Medium
3859,2023-11-17 00:00:00,Afternoon,Rain,Dry,71,25,Phone,Working,4,3,653802,Medium
2542,2023-04-24 00:00:00,Evening,Clear,Dry,113,26,None,Not Working,2,5,960246,Medium
4028,2025-04-14 00:00:00,Morning,Clear,Dry,116,23,None,Blinking,3,8,956335,Medium
4102,2025-02-26 00:00:00,Afternoon,Rain,Wet,69,50,Phone,Working,3,4,167399,Medium
3930,2024-10-30 00:00:00,Morning,Haze,Dry,26,91,None,Blinking,2,7,917919,Medium
2171,2023-11-07 00:00:00,Evening,Clear,Dry,26,72,Phone,Working,4,3,312159,Medium
2732,2024-10-24 00:00:00,Afternoon,Clear,Dry,34,28,Fatigue,Working,1,9,701189,Medium
444,2023-08-04 00:00:00,Afternoon,Haze,Damaged,12,54,Phone,Not Working,5,7,950173,Medium
1406,2024-10-14 00:00:00,Afternoon,Fog,Dry,107,61,Other,Working,2,9,926038,High
4590,2024-05-09 00:00:00,Evening,Rain,Dry,55,66,Phone,Blinking,2,6,965809,Medium
477,2024-10-05 00:00:00,Morning,Clear,Dry,37,79,Phone,Working,5,2,323164,Medium
504,2024-05-19 00:00:00,Night,Clear,Dry,10,69,Phone,Not Working,2,5,585133,Medium
3655,2025-02-05 00:00:00,Morning,Clear,Dry,60,77,None,Working,1,7,993741,Medium
594,2023-11-10 00:00:00,Afternoon,Haze,Dry,47,57,None,Working,5,5,646679,Medium
3547,2025-06-24 00:00:00,Morning,Fog,Dry,56,93,Phone,Working,2,6,737505,Medium
1408,2025-05-18 00:00:00,Night,Clear,Dry,71,46,None,Working,4,1,274935,Low
135,2024-12-06 00:00:00,Night,Haze,Dry,64,109,None,Working,1,7,790382,High
210,2023-10-11 00:00:00,Morning,Clear,Wet,83,44,None,Working,4,9,86628,Medium
3087,2023-06-27 00:00:00,Afternoon,Haze,Dry,65,31,None,Not Working,1,1,782050,Low
196,2025-03-24 00:00:00,Afternoon,Rain,Water-logged,47,107,Fatigue,Working,5,7,601539,High
4611,2023-07-12 00:00:00,Afternoon,Rain,Dry,111,64,None,Working,5,2,711901,Medium
2713,2023-12-16 00:00:00,Afternoon,Clear,Wet,47,79,Fatigue,Working,1,0,123888,Medium
2626,2023-11-09 00:00:00,Night,Rain,Dry,109,61,None,Working,4,7,978811,Medium
184,2023-06-16 00:00:00,Night,Haze,Dry,32,48,Other,Not Working,4,5,706600,Medium
771,2023-12-15 00:00:00,Morning,Rain,Dry,47,98,Fatigue,Working,4,1,854443,Medium
2178,2023-01-14 00:00:00,Evening,Rain,Wet,30,46,Other,Working,4,5,430173,Medium
2492,2023-05-22 00:00:00,Morning,Clear,Dry,101,71,None,Not Working,2,1,666598,Medium
410,2024-10-10 00:00:00,Morning,Clear,Dry,62,81,None,Working,3,5,549805,Medium
3146,2024-01-23 00:00:00,Afternoon,Clear,Wet,67,31,None,Working,5,3,46878,Low
2131,2024-01-18 00:00:00,Morning,Clear,Wet,95,107,Phone,Working,5,1,881976,Medium
1077,2023-01-13 00:00:00,Afternoon,Clear,Dry,80,100,Phone,Not Working,1,7,220478,High
2580,2025-09-12 00:00:00,Evening,Rain,Dry,29,29,None,Working,2,4,65393,Medium
92,2024-10-05 00:00:00,Evening,Clear,Dry,64,103,Phone,Blinking,4,1,127608,Medium
2256,2023-09-20 00:00:00,Evening,Rain,Dry,52,96,None,Blinking,4,5,577730,Medium
4518,2024-04-15 00:00:00,Night,Rain,Dry,111,119,None,Working,5,9,243651,High
1688,2024-08-18 00:00:00,Afternoon,Clear,Wet,100,82,Fatigue,Working,5,3,141786,Medium
1117,2025-12-08 00:00:00,Morning,Rain,Water-logged,37,95,Phone,Working,2,8,581635,Medium
2841,2023-01-05 00:00:00,Afternoon,Rain,Water-logged,106,45,Fatigue,Working,3,2,774776,Medium
795,2023-10-26 00:00:00,Morning,Clear,Dry,81,41,None,Working,2,8,612415,Medium
407,2024-10-18 00:00:00,Afternoon,Haze,Dry,79,35,None,Working,2,9,773912,Medium
1457,2025-08-21 00:00:00,Evening,Rain,Dry,49,119,Phone,Not Working,1,2,944285,Medium
1760,2024-01-13 00:00:00,Evening,Clear,Dry,31,100,Fatigue,Working,5,0,246964,Low
3840,2023-03-14 00:00:00,Evening,Clear,Wet,40,50,None,Working,2,1,810985,Low
2736,2025-10-16 00:00:00,Evening,Rain,Dry,110,46,Fatigue,Working,3,9,263665,High
951,2025-02-28 00:00:00,Evening,Clear,Dry,75,42,Other,Working,1,6,335212,Medium
2121,2024-11-29 00:00:00,Night,Haze,Dry,47,113,None,Working,5,0,404355,Medium
199,2025-06-18 00:00:00,Night,Clear,Dry,76,65,Fatigue,Working,3,4,192755,Medium
3898,2023-02-15 00:00:00,Night,Rain,Dry,43,46,Phone,Working,5,9,124424,Medium
3274,2025-10-09 00:00:00,Evening,Rain,Wet,116,77,None,Working,4,6,516229,High
2010,2025-08-28 00:00:00,Afternoon,Clear,Damaged,27,67,Phone,Working,4,4,857869,Medium
201,2025-11-19 00:00:00,Evening,Clear,Dry,55,112,None,Blinking,5,8,627285,Medium
1616,2023-12-21 00:00:00,Evening,Rain,Wet,34,109,Phone,Working,3,3,949447,Medium
752,2024-10-05 00:00:00,Night,Rain,Wet,86,56,Phone,Working,1,6,598271,High
1937,2025-04-27 00:00:00,Afternoon,Clear,Wet,60,30,Fatigue,Not Working,4,2,502831,Low
4943,2023-02-15 00:00:00,Night,Clear,Dry,102,108,Phone,Working,2,8,127192,High
2614,2024-12-20 00:00:00,Evening,Clear,Dry,54,68,Phone,Working,1,5,357419,Medium
3460,2024-08-08 00:00:00,Evening,Clear,Dry,61,117,None,Working,4,0,221314,Low
566,2024-11-12 00:00:00,Evening,Clear,Wet,15,78,Phone,Blinking,1,5,837133,Low
3933,2023-02-03 00:00:00,Evening,Clear,Dry,25,103,Fatigue,Working,3,7,250353,Medium
2429,2024-08-18 00:00:00,Afternoon,Rain,Dry,30,105,None,Working,3,3,263289,Medium
3410,2023-09-21 00:00:00,Morning,Clear,Wet,44,37,None,Working,2,4,581420,Low
3630,2025-11-19 00:00:00,Evening,Rain,Damaged,28,61,Phone,Working,3,5,813979,Medium
2560,2025-01-26 00:00:00,Evening,Fog,Dry,80,40,Phone,Working,2,6,475638,Medium
1313,2025-09-18 00:00:00,Evening,Rain,Dry,84,60,Phone,Blinking,2,7,829339,High
4678,2025-01-14 00:00:00,Night,Clear,Wet,119,110,None,Working,3,5,598118,High
4216,2023-06-21 00:00:00,Night,Clear,Dry,14,97,None,Working,3,9,497278,Medium
1004,2025-05-13 00:00:00,Evening,Rain,Dry,85,66,None,Blinking,3,0,953618,Medium
2267,2025-12-03 00:00:00,Evening,Clear,Dry,53,100,Phone,Working,5,0,286682,Medium
1483,2024-02-11 00:00:00,Evening,Rain,Dry,87,31,Other,Not Working,5,1,257734,Medium
1395,2025-07-16 00:00:00,Afternoon,Haze,Wet,58,107,None,Working,1,7,564456,High
2670,2024-08-18 00:00:00,Afternoon,Clear,Dry,27,96,Phone,Working,2,0,867351,Low
3454,2025-10-20 00:00:00,Afternoon,Clear,Dry,54,106,Phone,Working,1,1,668217,Medium
2517,2023-04-18 00:00:00,Morning,Clear,Dry,21,22,None,Working,5,3,995579,Low
3418,2024-01-12 00:00:00,Evening,Rain,Damaged,101,35,Other,Working,1,9,532676,Medium
2094,2024-04-21 00:00:00,Evening,Clear,Wet,16,53,Phone,Working,2,5,422047,Medium
4062,2025-02-24 00:00:00,Morning,Fog,Damaged,108,28,Other,Not Working,2,7,195009,Medium
4106,2025-04-18 00:00:00,Evening,Clear,Dry,58,91,None,Working,4,7,181532,Medium
120,2025-12-07 00:00:00,Evening,Clear,Wet,42,104,None,Not Working,1,0,508984,Low
1400,2024-01-10 00:00:00,Evening,Fog,Dry,83,66,Phone,Working,1,8,996005,High
4124,2023-06-27 00:00:00,Night,Fog,Dry,31,56,Fatigue,Not Working,1,1,734417,Medium
4878,2025-03-03 00:00:00,Evening,Clear,Water-logged,49,60,Other,Working,1,3,33701,Medium
2208,2025-07-14 00:00:00,Night,Clear,Dry,113,52,None,Not Working,1,2,73187,Low
3624,2024-09-20 00:00:00,Night,Fog,Wet,37,113,Phone,Blinking,2,7,60301,High
269,2025-04-15 00:00:00,Afternoon,Fog,Dry,99,94,Phone,Working,3,2,7293,Medium
1345,2025-08-10 00:00:00,Evening,Clear,Dry,29,49,None,Working,4,7,226341,Medium
3964,2024-08-29 00:00:00,Evening,Clear,Dry,16,114,None,Working,1,7,227216,Medium
3648,2025-09-19 00:00:00,Afternoon,Clear,Wet,101,104,Phone,Not Working,3,8,906833,High
2987,2023-07-09 00:00:00,Morning,Rain,Water-logged,89,22,None,Blinking,1,0,157206,Low
2940,2023-02-07 00:00:00,Morning,Clear,Dry,44,85,None,Working,3,5,146586,Medium
1296,2024-06-22 00:00:00,Morning,Fog,Dry,113,83,Phone,Working,4,3,876996,Medium
724,2023-03-31 00:00:00,Evening,Clear,Water-logged,64,41,None,Not Working,4,0,75649,Low
4440,2025-05-13 00:00:00,Morning,Rain,Dry,20,89,None,Working,5,7,660428,Medium
3880,2025-08-16 00:00:00,Morning,Clear,Damaged,83,84,Phone,Working,2,5,980359,Medium
2594,2025-05-05 00:00:00,Evening,Fog,Dry,97,58,Fatigue,Working,2,7,539099,High
377,2023-06-30 00:00:00,Night,Rain,Dry,29,101,Phone,Working,1,3,345185,Medium
463,2025-08-26 00:00:00,Evening,Clear,Damaged,103,66,Fatigue,Not Working,1,4,759766,Medium
1794,2025-03-17 00:00:00,Evening,Clear,Dry,12,114,None,Working,4,1,961182,Low
4599,2024-07-23 00:00:00,Afternoon,Clear,Dry,11,50,Phone,Blinking,5,8,756645,Medium
670,2024-03-15 00:00:00,Afternoon,Rain,Dry,100,30,Other,Working,3,2,543238,Medium
2490,2025-10-16 00:00:00,Afternoon,Fog,Wet,18,22,None,Working,2,9,659066,Medium
1074,2023-02-03 00:00:00,Morning,Clear,Dry,44,115,Other,Blinking,4,0,196016,Medium
2628,2024-03-26 00:00:00,Evening,Clear,Water-logged,56,112,Fatigue,Working,1,4,971479,Medium
3914,2024-07-03 00:00:00,Night,Clear,Water-logged,84,107,None,Blinking,4,9,954245,High
4361,2023-03-24 00:00:00,Morning,Clear,Damaged,50,119,Phone,Working,4,6,176167,Medium
849,2023-09-13 00:00:00,Evening,Clear,Water-logged,12,117,None,Not Working,5,7,214082,Medium
3491,2024-05-11 00:00:00,Morning,Fog,Water-logged,66,30,Phone,Working,2,9,459409,Medium
3045,2023-06-03 00:00:00,Evening,Clear,Dry,88,28,None,Working,3,1,762996,Low
436,2025-10-08 00:00:00,Evening,Rain,Dry,107,101,Fatigue,Blinking,4,8,390015,High
1352,2023-10-18 00:00:00,Evening,Clear,Dry,39,63,Phone,Working,5,1,170094,Low
4672,2025-02-09 00:00:00,Night,Rain,Water-logged,22,90,Phone,Not Working,5,3,740131,Medium
1763,2023-09-23 00:00:00,Morning,Clear,Dry,106,42,None,Blinking,4,9,20084,Medium
2771,2024-05-09 00:00:00,Morning,Clear,Wet,65,118,Phone,Working,3,9,454157,High
2577,2025-10-09 00:00:00,Night,Rain,Dry,20,81,None,Working,1,4,842551,Medium
2100,2023-05-27 00:00:00,Afternoon,Fog,Wet,49,95,None,Working,1,7,325609,High
359,2024-12-24 00:00:00,Night,Fog,Dry,76,46,Other,Working,3,3,424140,Medium
4547,2024-05-28 00:00:00,Morning,Clear,Dry,31,27,Fatigue,Working,4,3,796722,Low
453,2023-11-05 00:00:00,Afternoon,Clear,Wet,89,92,None,Working,4,6,972744,Medium
4400,2023-08-18 00:00:00,Morning,Clear,Dry,69,81,Phone,Working,1,7,113879,Medium
1887,2024-07-15 00:00:00,Morning,Clear,Dry,68,32,None,Working,4,0,481320,Low
3579,2023-03-15 00:00:00,Evening,Clear,Damaged,53,85,None,Working,3,5,622996,Medium
4291,2023-01-14 00:00:00,Evening,Clear,Wet,19,58,None,Working,4,1,315092,Low
2603,2025-03-03 00:00:00,Evening,Rain,Dry,66,80,None,Not Working,3,6,358183,Medium
2971,2025-04-03 00:00:00,Afternoon,Haze,Dry,24,35,None,Working,3,3,630408,Medium
3107,2023-11-06 00:00:00,Evening,Clear,Dry,69,66,None,Blinking,3,0,353124,Low
3581,2023-05-26 00:00:00,Afternoon,Clear,Dry,83,62,Fatigue,Blinking,5,2,208762,Medium
256,2023-02-17 00:00:00,Evening,Clear,Dry,65,29,None,Not Working,1,8,458362,Medium
2572,2024-11-10 00:00:00,Night,Clear,Wet,15,82,Fatigue,Blinking,5,5,508579,Medium
3090,2025-06-28 00:00:00,Afternoon,Fog,Dry,109,29,Phone,Not Working,3,5,977666,Medium
4737,2024-01-18 00:00:00,Evening,Rain,Dry,101,68,None,Working,3,1,180302,Medium
4942,2024-10-17 00:00:00,Afternoon,Clear,Dry,12,94,None,Working,2,4,38243,Low
472,2025-09-30 00:00:00,Night,Clear,Water-logged,63,31,Phone,Not Working,2,6,433846,Medium
67,2023-03-12 00:00:00,Morning,Clear,Wet,33,54,None,Working,2,6,818039,Low
2195,2023-07-02 00:00:00,Morning,Fog,Dry,32,21,None,Not Working,4,2,738079,Medium
4453,2023-05-05 00:00:00,Night,Clear,Dry,23,84,Phone,Working,4,0,215860,Low
3735,2025-03-04 00:00:00,Morning,Clear,Wet,48,93,None,Working,2,6,548180,Medium
754,2024-11-22 00:00:00,Afternoon,Rain,Wet,30,94,Phone,Not Working,4,3,737506,Medium
933,2024-03-30 00:00:00,Night,Clear,Dry,79,47,Phone,Blinking,1,1,244135,Low
3138,2024-07-15 00:00:00,Evening,Haze,Dry,37,78,None,Working,1,1,735213,Medium
3200,2024-07-24 00:00:00,Afternoon,Clear,Dry,83,24,None,Working,1,5,971769,Medium
1164,2025-05-26 00:00:00,Evening,Clear,Wet,75,49,Other,Working,4,8,580209,Medium
1975,2025-11-08 00:00:00,Afternoon,Clear,Dry,22,69,Fatigue,Working,5,8,539734,Medium
4509,2025-08-21 00:00:00,Evening,Clear,Water-logged,42,98,None,Working,2,6,205086,Medium
1619,2023-01-10 00:00:00,Evening,Clear,Water-logged,64,77,Fatigue,Working,2,8,461501,Medium
717,2024-08-07 00:00:00,Night,Clear,Dry,88,28,None,Working,4,7,860921,Medium
1235,2023-09-18 00:00:00,Evening,Clear,Dry,52,95,None,Working,1,1,190898,Medium
132,2023-04-30 00:00:00,Morning,Clear,Dry,53,23,None,Working,4,8,781829,Medium
2427,2024-09-12 00:00:00,Morning,Clear,Dry,65,76,Other,Not Working,1,5,735044,Medium
4662,2025-11-06 00:00:00,Evening,Clear,Wet,54,23,None,Working,3,4,700441,Low
2607,2024-03-26 00:00:00,Morning,Clear,Wet,25,54,Phone,Working,1,4,534818,Medium
1774,2023-12-04 00:00:00,Night,Clear,Dry,114,23,Phone,Working,3,3,587081,Medium
4495,2023-11-04 00:00:00,Evening,Rain,Wet,80,55,Phone,Blinking,2,0,851331,Medium
1108,2023-10-07 00:00:00,Evening,Clear,Dry,101,67,Fatigue,Working,4,1,206361,Medium
1547,2023-07-18 00:00:00,Night,Rain,Dry,107,74,Fatigue,Not Working,3,9,739600,High
4391,2024-12-09 00:00:00,Morning,Haze,Dry,20,48,None,Working,2,2,445070,Medium
1849,2024-01-20 00:00:00,Night,Rain,Dry,41,118,None,Working,4,9,773300,High
4769,2024-02-23 00:00:00,Evening,Haze,Dry,101,20,None,Working,5,5,887482,Medium
620,2024-06-24 00:00:00,Evening,Clear,Dry,47,39,Phone,Working,3,5,408772,Low
3361,2024-06-25 00:00:00,Evening,Fog,Dry,107,21,None,Working,4,5,149768,Medium
3543,2025-01-29 00:00:00,Morning,Fog,Dry,78,31,None,Blinking,2,7,732631,Medium
3826,2025-02-19 00:00:00,Morning,Clear,Dry,13,20,None,Blinking,2,3,964084,Low
1530,2024-04-15 00:00:00,Evening,Fog,Wet,61,103,Phone,Working,1,9,490080,High
2890,2024-08-01 00:00:00,Night,Clear,Wet,65,36,None,Working,3,6,879456,Medium
257,2024-04-02 00:00:00,Night,Clear,Dry,26,49,None,Working,2,6,583678,Low
3881,2023-02-01 00:00:00,Evening,Rain,Dry,90,83,None,Working,3,5,998078,Medium
706,2025-06-16 00:00:00,Night,Clear,Dry,16,58,None,Not Working,3,1,631712,Low
3325,2024-10-04 00:00:00,Evening,Clear,Wet,100,38,None,Blinking,2,6,692180,Medium
4714,2025-04-13 00:00:00,Evening,Clear,Dry,76,62,None,Working,4,9,776741,Medium
4497,2025-03-15 00:00:00,Afternoon,Clear,Wet,36,93,None,Working,1,8,224303,Medium
3802,2024-04-12 00:00:00,Night,Clear,Dry,78,106,None,Working,1,7,640507,Medium
3306,2024-02-23 00:00:00,Afternoon,Clear,Wet,20,21,Fatigue,Working,4,5,65044,Low
3359,2023-11-16 00:00:00,Night,Clear,Water-logged,95,43,Phone,Working,5,1,258706,Medium
1599,2025-06-04 00:00:00,Morning,Haze,Dry,70,80,None,Working,5,3,971979,Medium
1187,2024-05-07 00:00:00,Evening,Rain,Dry,89,119,None,Not Working,1,7,457357,High
3592,2024-01-18 00:00:00,Morning,Clear,Dry,43,37,Fatigue,Not Working,5,5,178411,Medium
4191,2023-11-13 00:00:00,Evening,Haze,Dry,117,28,None,Not Working,2,6,703378,Medium
4147,2023-07-04 00:00:00,Morning,Clear,Wet,85,40,Phone,Working,5,7,157746,Medium
992,2024-04-09 00:00:00,Evening,Clear,Wet,70,47,Phone,Not Working,4,8,573461,Medium
4993,2024-02-07 00:00:00,Afternoon,Clear,Dry,98,21,None,Working,5,6,388574,Medium
1191,2023-10-08 00:00:00,Morning,Rain,Wet,20,80,Phone,Working,2,8,442239,High
143,2023-02-28 00:00:00,Afternoon,Rain,Water-logged,25,100,None,Working,2,2,655190,Medium
2874,2025-01-21 00:00:00,Afternoon,Fog,Dry,17,103,None,Working,2,2,920477,Low
3902,2025-10-20 00:00:00,Afternoon,Haze,Wet,73,44,None,Working,5,4,14106,Medium
2809,2025-06-01 00:00:00,Afternoon,Clear,Dry,114,116,None,Working,1,7,139377,High
936,2023-10-13 00:00:00,Afternoon,Rain,Dry,55,21,Phone,Working,1,6,20023,Medium
1664,2025-09-10 00:00:00,Afternoon,Rain,Wet,12,106,None,Working,1,8,552509,Medium
1096,2024-09-05 00:00:00,Morning,Rain,Dry,111,100,None,Not Working,2,6,896999,High
3123,2025-08-28 00:00:00,Morning,Clear,Dry,64,117,None,Not Working,1,8,76654,High
3699,2024-05-07 00:00:00,Night,Clear,Dry,39,26,Fatigue,Not Working,3,5,326127,Medium
721,2023-03-21 00:00:00,Night,Clear,Wet,97,64,Phone,Working,2,6,219024,Medium
2997,2024-10-23 00:00:00,Morning,Clear,Wet,14,44,Phone,Working,3,4,518985,Low
1140,2025-03-24 00:00:00,Evening,Fog,Damaged,52,31,Phone,Blinking,3,2,437391,Medium
2203,2025-07-30 00:00:00,Afternoon,Clear,Dry,44,74,Phone,Not Working,4,5,986102,Medium
4798,2023-10-13 00:00:00,Evening,Rain,Dry,118,115,Phone,Blinking,3,2,323935,Medium
3615,2025-10-08 00:00:00,Afternoon,Clear,Dry,86,61,None,Working,4,3,306149,Low
4694,2024-09-11 00:00:00,Evening,Fog,Wet,45,102,Fatigue,Not Working,3,9,420300,High
4485,2025-05-14 00:00:00,Morning,Fog,Dry,108,31,Fatigue,Working,3,0,495582,Low
4915,2023-06-04 00:00:00,Morning,Clear,Dry,112,66,Phone,Working,3,4,968116,Medium
4738,2023-04-14 00:00:00,Afternoon,Clear,Water-logged,47,118,Phone,Blinking,5,0,839478,Medium
4417,2025-05-15 00:00:00,Afternoon,Rain,Wet,105,90,None,Working,2,1,450042,Medium
1286,2025-03-02 00:00:00,Evening,Rain,Dry,73,73,None,Not Working,5,9,746968,High
4561,2025-05-10 00:00:00,Evening,Fog,Wet,15,41,None,Working,2,5,434529,Medium
3948,2023-01-22 00:00:00,Evening,Haze,Dry,66,65,Other,Working,2,0,520863,Medium
2197,2025-06-26 00:00:00,Afternoon,Clear,Wet,41,66,Other,Working,2,3,463863,Low
1468,2024-10-01 00:00:00,Afternoon,Clear,Wet,60,87,None,Working,5,9,766844,Medium
4883,2023-06-26 00:00:00,Night,Clear,Dry,42,77,None,Blinking,4,8,53528,Medium
